Level,Name,PSGC Code
Bgy,Dine,205009011
Bgy,Kakiduguen,205009012
Bgy,Lupa,205009014
Bgy,Macalong,205009015
Bgy,Malabing,205009016
Bgy,Muta,205009017
Bgy,Pao,205009018
Bgy,Papaya,205009019
Bgy,Pudi,205009020
Bgy,Tukod,205009021
Bgy,Siguem,205009022
Bgy,Tadji,205009023
Bgy,Wangal,205009024
Bgy,Watwat,205009025
Bgy,Camamasi,205009026
Bgy,Catarawan,205009027
Bgy,Nantawakan,205009028
Bgy,Alloy,205009029
Bgy,Kongkong,205009030
Bgy,Paquet,205009031
Mun,Kayapa,205010000
Bgy,Acacia,205010001
Bgy,Amelong Labeng,205010002
Bgy,Ansipsip,205010003
Bgy,Baan,205010004
Bgy,Babadi,205010005
Bgy,Balangabang,205010006
Bgy,Banao,205010007
Bgy,Binalian,205010008
Bgy,Besong,205010009
Bgy,Cabalatan Alang,205010010
Bgy,Cabanglasan,205010011
Bgy,Kayapa Proper East,205010012
Bgy,Kayapa Proper West,205010013
Bgy,Mapayao,205010014
Bgy,Nansiakan,205010015
Bgy,Pampang ,205010016
Bgy,Pangawan,205010017
Bgy,Pinayag,205010018
Bgy,Pingkian,205010019
Bgy,San Fabian,205010020
Bgy,Talicabcab,205010021
Bgy,Tubungan,205010022
Bgy,Alang Salacsac,205010023
Bgy,Balete,205010024
Bgy,Buyasyas,205010025
Bgy,Cabayo,205010026
Bgy,Castillo Village,205010027
Bgy,Latbang,205010028
Bgy,Lawigan,205010029
Bgy,Tidang Village,205010030
Mun,Quezon,205011000
Bgy,Aurora,205011001
Bgy,Baresbes,205011002
Bgy,Buliwao,205011003
Bgy,Bonifacio,205011004
Bgy,Calaocan,205011005
Bgy,Caliat ,205011006
Bgy,Darubba,205011007
Bgy,Maddiangat,205011008
Bgy,Nalubbunan,205011009
Bgy,Runruno,205011010
Bgy,Maasin,205011011
Bgy,Dagupan,205011012
Mun,Santa Fe,205012000
Bgy,Bacneng,205012002
Bgy,Baliling,205012003
Bgy,Bantinan,205012004
Bgy,Baracbac,205012005
Bgy,Buyasyas,205012006
Bgy,Imugan,205012008
Bgy,Poblacion,205012009
Bgy,Sinapaoan,205012010
Bgy,Tactac,205012011
Bgy,Villa Flores,205012012
Bgy,Atbu,205012013
Bgy,Balete,205012014
Bgy,Canabuan,205012015
Bgy,Malico,205012016
Bgy,Santa Rosa,205012017
Bgy,Unib,205012018
Mun,Solano,205013000
Bgy,Aggub,205013001
Bgy,Bangaan,205013002
Bgy,Bangar,205013003
Bgy,Bascaran,205013004
Bgy,Curifang,205013005
Bgy,Dadap,205013006
Bgy,Lactawan,205013007
Bgy,Osmeña,205013008
Bgy,Poblacion North,205013009
Bgy,Poblacion South,205013010
Bgy,Quezon,205013011
Bgy,Quirino,205013012
Bgy,Roxas,205013013
Bgy,San Juan,205013014
Bgy,San Luis,205013015
Bgy,Tucal,205013017
Bgy,Uddiawan,205013018
Bgy,Wacal,205013019
Bgy,Bagahabag,205013020
Bgy,Communal,205013021
Bgy,Concepcion,205013022
Bgy,Pilar D. Galima,205013023
Mun,Villaverde,205014000
Bgy,Bintawan Sur,205014001
Bgy,Ibung,205014002
Bgy,Cabuluan,205014003
Bgy,Nagbitin,205014004
Bgy,Ocapon,205014005
Bgy,Pieza,205014006
Bgy,Sawmill,205014007
Bgy,Poblacion,205014008
Bgy,Bintawan Norte,205014009
Mun,Alfonso Castaneda,205015000
Bgy,Abuyo,205015001
Bgy,Galintuja,205015002
Bgy,Cawayan,205015003
Bgy,Lipuga,205015004
Bgy,Lublub ,205015005
Bgy,Pelaway,205015006
Prov,Quirino,205700000
Mun,Aglipay,205701000
Bgy,Dagupan,205701001
Bgy,Dumabel,205701002
Bgy,Dungo,205701003
Bgy,Guinalbin,205701004
Bgy,Ligaya,205701005
Bgy,Palacian,205701006
Bgy,Pinaripad Sur,205701007
Bgy,Progreso ,205701008
Bgy,Ramos,205701009
Bgy,Rang-ayan,205701010
Bgy,San Antonio,205701011
Bgy,San Francisco,205701012
Bgy,San Leonardo,205701013
Bgy,San Ramon,205701014
Bgy,Victoria,205701015
Bgy,Villa Pagaduan,205701016
Bgy,Villa Santiago,205701017
Bgy,Alicia,205701018
Bgy,Cabugao,205701019
Bgy,Diodol,205701020
Bgy,Nagabgaban,205701021
Bgy,Pinaripad Norte,205701022
Bgy,San Benigno,205701023
Bgy,San Manuel,205701024
Bgy,Villa Ventura,205701025
Mun,Cabarroguis ,205702000
Bgy,Banuar,205702001
Bgy,Burgos,205702002
Bgy,Calaocan,205702003
Bgy,Del Pilar,205702004
Bgy,Dibibi,205702005
Bgy,Eden,205702006
Bgy,Gundaway ,205702007
Bgy,Mangandingay ,205702008
Bgy,San Marcos,205702009
Bgy,Villamor,205702010
Bgy,Zamora,205702011
Bgy,Villarose,205702012
Bgy,Villa Peña,205702013
Bgy,Dingasan,205702014
Bgy,Tucod,205702015
Bgy,Gomez,205702016
Bgy,Santo Domingo,205702017
Mun,Diffun,205703000
Bgy,Andres Bonifacio ,205703001
Bgy,Aurora East ,205703002
Bgy,Aurora West ,205703003
Bgy,Baguio Village,205703004
Bgy,Balagbag,205703005
Bgy,Bannawag,205703006
Bgy,Cajel,205703007
Bgy,Campamento,205703008
Bgy,Diego Silang,205703009
Bgy,"Don Mariano Perez, Sr.",205703010
Bgy,Doña Imelda,205703011
Bgy,Dumanisi,205703012
Bgy,Gabriela Silang,205703013
Bgy,Gulac,205703014
Bgy,Guribang,205703015
Bgy,Ifugao Village,205703016
Bgy,Isidro Paredes,205703017
Bgy,Rizal ,205703018
Bgy,Liwayway,205703019
Bgy,Luttuad,205703020
Bgy,Magsaysay,205703021
Bgy,Makate,205703022
Bgy,Maria Clara,205703023
Bgy,Rafael Palma,205703024
Bgy,Ricarte Norte,205703025
Bgy,Ricarte Sur,205703026
Bgy,San Antonio,205703027
Bgy,San Isidro,205703028
Bgy,San Pascual,205703029
Bgy,Villa Pascua,205703030
Bgy,Aklan Village,205703031
Bgy,Gregorio Pimentel,205703032
Bgy,Don Faustino Pagaduan,205703033
Mun,Maddela,205704000
Bgy,Abbag,205704001
Bgy,Balligui,205704003
Bgy,Divisoria Sur,205704004
Bgy,Buenavista,205704005
Bgy,Cabaruan,205704006
Bgy,Cabua-an,205704007
Bgy,Cofcaville,205704008
Bgy,Diduyon,205704009
Bgy,Dipintin,205704010
Bgy,Divisoria Norte,205704011
Bgy,Dumabato Norte,205704012
Bgy,Dumabato Sur,205704013
Bgy,Lusod,205704014
Bgy,Manglad,205704015
Bgy,Pedlisan,205704016
Bgy,Poblacion Norte,205704017
Bgy,San Bernabe,205704019
Bgy,San Dionisio I,205704021
Bgy,San Martin,205704023
Bgy,San Pedro,205704024
Bgy,San Salvador,205704025
Bgy,Santo Niño,205704026
Bgy,Santo Tomas,205704027
Bgy,Villa Gracia,205704028
Bgy,Villa Hermosa Sur,205704029
Bgy,Villa Hermosa Norte,205704030
Bgy,Ysmael,205704032
Bgy,Villa Agullana,205704034
Bgy,Poblacion Sur,205704036
Bgy,Villa Jose V Ylanan,205704037
Bgy,Jose Ancheta,205704038
Bgy,Santa Maria,205704039
Mun,Saguday,205705000
Bgy,Dibul,205705001
Bgy,La Paz,205705002
Bgy,Magsaysay ,205705003
Bgy,Rizal ,205705004
Bgy,Salvacion,205705005
Bgy,Santo Tomas,205705006
Bgy,Tres Reyes,205705007
Bgy,Cardenas,205705008
Bgy,Gamis,205705009
Mun,Nagtipunan,205706000
Bgy,Anak,205706001
Bgy,Dipantan,205706002
Bgy,Dissimungal,205706003
Bgy,Guino,205706004
Bgy,La Conwap,205706005
Bgy,Landingan,205706006
Bgy,Mataddi,205706007
Bgy,Matmad,205706008
Bgy,Old Gumiad,205706009
Bgy,Ponggo,205706010
Bgy,San Dionisio II,205706011
Bgy,San Pugo,205706012
Bgy,San Ramos,205706013
Bgy,Sangbay,205706014
Bgy,Wasid,205706015
Bgy,Asaklat,205706016
Reg,Region III (Central Luzon),300000000
Prov,Bataan,300800000
Mun,Abucay,300801000
Bgy,Bangkal,300801001
Bgy,Calaylayan ,300801002
Bgy,Capitangan,300801003
Bgy,Gabon,300801004
Bgy,Laon ,300801006
Bgy,Mabatang,300801007
Bgy,Omboy,300801008
Bgy,Salian,300801010
Bgy,Wawa ,300801011
Mun,Bagac,300802000
Bgy,Bagumbayan ,300802001
Bgy,Banawang,300802002
Bgy,Binuangan,300802003
Bgy,Binukawan,300802004
Bgy,Ibaba,300802006
Bgy,Ibis,300802007
Bgy,Pag-asa,300802008
Bgy,Parang,300802009
Bgy,Paysawan,300802010
Bgy,Quinawan,300802012
Bgy,San Antonio,300802013
Bgy,Saysain,300802014
Bgy,Tabing-Ilog ,300802015
Bgy,Atilano L. Ricardo,300802016
City,City of Balanga ,300803000
Bgy,Bagumbayan,300803001
Bgy,Cabog-Cabog,300803003
Bgy,Munting Batangas,300803004
Bgy,Cataning,300803005
Bgy,Central,300803006
Bgy,Cupang Proper,300803008
Bgy,Cupang West,300803009
Bgy,Dangcol,300803010
Bgy,Ibayo,300803011
Bgy,Malabia,300803012
Bgy,Poblacion,300803013
Bgy,Pto. Rivas Ibaba,300803014
Bgy,Pto. Rivas Itaas,300803015
Bgy,San Jose,300803016
Bgy,Sibacan,300803017
Bgy,Camacho,300803018
Bgy,Talisay,300803019
Bgy,Tanato,300803020
Bgy,Tenejero,300803021
Bgy,Tortugas,300803022
Bgy,Tuyo,300803023
Bgy,Bagong Silang,300803024
Bgy,Cupang North,300803025
Bgy,Doña Francisca,300803026
Bgy,Lote,300803027
Mun,Dinalupihan,300804000
Bgy,Bangal,300804002
Bgy,Bonifacio ,300804003
Bgy,Burgos ,300804006
Bgy,Colo,300804007
Bgy,Daang Bago,300804008
Bgy,Dalao,300804009
Bgy,Del Pilar ,300804010
Bgy,Gen. Luna ,300804011
Bgy,Gomez ,300804012
Bgy,Happy Valley,300804013
Bgy,Kataasan,300804014
Bgy,Layac,300804015
Bgy,Luacan,300804016
Bgy,Mabini Proper ,300804017
Bgy,Mabini Ext. ,300804018
Bgy,Magsaysay,300804019
Bgy,Naparing,300804020
Bgy,New San Jose,300804021
Bgy,Old San Jose,300804022
Bgy,Padre Dandan ,300804023
Bgy,Pag-asa,300804024
Bgy,Pagalanggang,300804025
Bgy,Pinulot,300804026
Bgy,Pita,300804027
Bgy,Rizal ,300804029
Bgy,Roosevelt,300804030
Bgy,Roxas ,300804031
Bgy,Saguing,300804032
Bgy,San Benito,300804033
Bgy,San Isidro ,300804034
Bgy,San Pablo,300804035
Bgy,San Ramon,300804036
Bgy,San Simon,300804037
Bgy,Santo Niño,300804038
Bgy,Sapang Balas,300804039
Bgy,Santa Isabel,300804040
Bgy,Torres Bugauen ,300804041
Bgy,Tucop,300804042
Bgy,Zamora ,300804043
Bgy,Aquino,300804044
Bgy,Bayan-bayanan,300804045
Bgy,Maligaya,300804046
Bgy,Payangan,300804047
Bgy,Pentor,300804048
Bgy,Tubo-tubo,300804049
Bgy,"Jose C. Payumo, Jr.",300804050
Mun,Hermosa,300805000
Bgy,A. Rivera ,300805001
Bgy,Almacen,300805002
Bgy,Bacong,300805003
Bgy,Balsic,300805004
Bgy,Bamban,300805005
Bgy,Burgos-Soliman ,300805006
Bgy,Cataning ,300805007
Bgy,Culis,300805008
Bgy,Daungan ,300805009
Bgy,Mabiga,300805010
Bgy,Mabuco,300805011
Bgy,Maite,300805012
Bgy,Mambog - Mandama,300805013
Bgy,Palihan,300805014
Bgy,Pandatung,300805015
Bgy,Pulo,300805016
Bgy,Saba,300805017
Bgy,San Pedro ,300805019
Bgy,Santo Cristo ,300805020
Bgy,Sumalo,300805021
Bgy,Tipo,300805023
Bgy,Judge Roman Cruz Sr.,300805024
Bgy,Sacrifice Valley,300805025
Mun,Limay,300806000
Bgy,Alangan,300806001
Bgy,Kitang I,300806002
Bgy,Kitang 2 & Luz,300806003
Bgy,Lamao,300806004
Bgy,Landing,300806006
Bgy,Poblacion,300806007
Bgy,Reformista,300806008
Bgy,Townsite,300806009
Bgy,Wawa,300806012
Bgy,Duale,300806013
Bgy,San Francisco de Asis,300806014
Bgy,St. Francis II,300806015
Mun,Mariveles,300807000
Bgy,Alas-asin,300807001
Bgy,Alion,300807002
Bgy,Batangas II,300807003
Bgy,Cabcaben,300807004
Bgy,Lucanin,300807005
Bgy,Baseco Country,300807006
Bgy,Poblacion,300807008
Bgy,San Carlos,300807009
Bgy,San Isidro,300807010
Bgy,Sisiman,300807011
Bgy,Balon-Anito,300807013
Bgy,Biaan,300807014
Bgy,Camaya,300807015
Bgy,Ipag,300807016
Bgy,Malaya,300807017
Bgy,Maligaya,300807018
Bgy,Mt. View,300807019
Bgy,Townsite,300807020
Mun,Morong,300808000
Bgy,Binaritan,300808001
Bgy,Mabayo,300808002
Bgy,Nagbalayong,300808003
Bgy,Poblacion,300808004
Bgy,Sabang,300808005
Mun,Orani,300809000
Bgy,Bagong Paraiso ,300809001
Bgy,Balut ,300809002
Bgy,Bayan ,300809003
Bgy,Calero ,300809004
Bgy,Paking-Carbonero ,300809005
Bgy,Centro II ,300809006
Bgy,Dona,300809007
Bgy,Kaparangan,300809008
Bgy,Masantol,300809009
Bgy,Mulawin,300809010
Bgy,Pag-asa,300809011
Bgy,Palihan ,300809012
Bgy,Pantalan Bago ,300809013
Bgy,Pantalan Luma ,300809014
Bgy,Parang Parang ,300809015
Bgy,Centro I ,300809016
Bgy,Sibul,300809017
Bgy,Silahis,300809018
Bgy,Tala,300809019
Bgy,Talimundoc,300809020
Bgy,Tapulao,300809021
Bgy,Tenejero ,300809022
Bgy,Tugatog,300809023
Bgy,Wawa ,300809024
Bgy,Apollo,300809025
Bgy,Kabalutan,300809026
Bgy,Maria Fe,300809027
Bgy,Puksuan,300809028
Bgy,Tagumpay,300809029
Mun,Orion,300810000
Bgy,Arellano ,300810001
Bgy,Bagumbayan ,300810002
Bgy,Balagtas ,300810003
Bgy,Balut ,300810004
Bgy,Bantan,300810007
Bgy,Bilolo,300810008
Bgy,Calungusan,300810009
Bgy,Camachile,300810010
Bgy,Daang Bago ,300810011
Bgy,Daang Bilolo ,300810012
Bgy,Daang Pare,300810013
Bgy,General Lim,300810014
Bgy,Kapunitan,300810016
Bgy,Lati ,300810017
Bgy,Lusungan ,300810018
Bgy,Puting Buhangin,300810020
Bgy,Sabatan,300810021
Bgy,San Vicente ,300810022
Bgy,Santo Domingo,300810024
Bgy,Villa Angeles ,300810027
Bgy,Wakas ,300810028
Bgy,Wawa ,300810029
Bgy,Santa Elena,300810030
Mun,Pilar,300811000
Bgy,Ala-uli,300811001
Bgy,Bagumbayan,300811003
Bgy,Balut I,300811005
Bgy,Balut II,300811006
Bgy,Bantan Munti,300811007
Bgy,Burgos,300811009
Bgy,Del Rosario ,300811011
Bgy,Diwa,300811012
Bgy,Landing,300811013
Bgy,Liyang,300811014
Bgy,Nagwaling,300811016
Bgy,Panilao,300811019
Bgy,Pantingan,300811020
Bgy,Poblacion,300811021
Bgy,Rizal ,300811022
Bgy,Santa Rosa,300811023
Bgy,Wakas North,300811025
Bgy,Wakas South,300811026
Bgy,Wawa,300811027
Mun,Samal,300812000
Bgy,East Calaguiman ,300812001
Bgy,East Daang Bago ,300812002
Bgy,Ibaba ,300812003
Bgy,Imelda,300812004
Bgy,Lalawigan,300812005
Bgy,Palili,300812006
Bgy,San Juan ,300812008
Bgy,San Roque ,300812009
Bgy,Santa Lucia,300812010
Bgy,Sapa,300812011
Bgy,Tabing Ilog,300812012
Bgy,Gugo,300812013
Bgy,West Calaguiman ,300812014
Bgy,West Daang Bago ,300812015
Prov,Bulacan,301400000
Mun,Angat,301401000
Bgy,Banaban,301401001
Bgy,Baybay,301401002
Bgy,Binagbag,301401003
Bgy,Donacion,301401005
Bgy,Encanto,301401006
Bgy,Laog,301401007
Bgy,Marungko,301401008
Bgy,Niugan,301401009
Bgy,Paltok,301401010
Bgy,Pulong Yantok,301401013
Bgy,San Roque ,301401014
Bgy,Santa Cruz ,301401015
Bgy,Santa Lucia,301401016
Bgy,Santo Cristo ,301401017
Bgy,Sulucan,301401018
Bgy,Taboc,301401019
Mun,Balagtas,301402000
Bgy,Borol 2nd,301402002
Bgy,Borol 1st,301402003
Bgy,Dalig,301402004
Bgy,Longos,301402005
Bgy,Panginay,301402007
Bgy,Pulong Gubat,301402008
Bgy,San Juan,301402009
Bgy,Santol,301402010
Bgy,Wawa ,301402011
City,City of Baliwag,301403000
Bgy,Bagong Nayon,301403001
Bgy,Barangca,301403002
Bgy,Calantipay,301403003
Bgy,Catulinan,301403004
Bgy,Concepcion,301403005
Bgy,Hinukay,301403006
Bgy,Makinabang,301403007
Bgy,Matangtubig,301403008
Bgy,Pagala,301403010
Bgy,Paitan,301403011
Bgy,Piel,301403012
Bgy,Pinagbarilan,301403013
Bgy,Poblacion,301403014
Bgy,Sabang,301403016
Bgy,San Jose,301403017
Bgy,San Roque,301403018
Bgy,Santa Barbara,301403019
Bgy,Santo Cristo,301403020
Bgy,Santo Niño,301403021
Bgy,Subic,301403022
Bgy,Sulivan,301403023
Bgy,Tangos,301403024
Bgy,Tarcan,301403025
Bgy,Tiaong,301403026
Bgy,Tibag,301403027
Bgy,Tilapayong,301403028
Bgy,Virgen delas Flores,301403030
Mun,Bocaue,301404000
Bgy,Antipona,301404001
Bgy,Bagumbayan,301404002
Bgy,Bambang,301404003
Bgy,Batia,301404004
Bgy,Biñang 1st,301404005
Bgy,Biñang 2nd,301404006
Bgy,Bolacan,301404007
Bgy,Bundukan,301404008
Bgy,Bunlo,301404009
Bgy,Caingin,301404010
Bgy,Duhat,301404011
Bgy,Igulot,301404012
Bgy,Lolomboy,301404013
Bgy,Poblacion,301404014
Bgy,Sulucan,301404015
Bgy,Taal,301404016
Bgy,Tambobong,301404017
Bgy,Turo,301404018
Bgy,Wakas,301404019
Mun,Bulacan,301405000
Bgy,Bagumbayan,301405001
Bgy,Balubad,301405002
Bgy,Bambang,301405003
Bgy,Matungao,301405004
Bgy,Maysantol,301405005
Bgy,Perez,301405006
Bgy,Pitpitan,301405007
Bgy,San Francisco,301405009
Bgy,San Jose ,301405010
Bgy,San Nicolas,301405012
Bgy,Santa Ana,301405013
Bgy,Santa Ines,301405014
Bgy,Taliptip,301405015
Bgy,Tibig,301405016
Mun,Bustos,301406000
Bgy,Bonga Mayor,301406001
Bgy,Bonga Menor,301406002
Bgy,Buisan,301406003
Bgy,Camachilihan,301406004
Bgy,Cambaog,301406005
Bgy,Catacte,301406006
Bgy,Liciada,301406007
Bgy,Malamig,301406008
Bgy,Malawak,301406009
Bgy,Poblacion,301406010
Bgy,San Pedro,301406011
Bgy,Talampas,301406012
Bgy,Tanawan,301406013
Bgy,Tibagan,301406014
Mun,Calumpit,301407000
Bgy,Balite,301407001
Bgy,Balungao,301407002
Bgy,Buguion,301407004
Bgy,Bulusan,301407005
Bgy,Calizon,301407006
Bgy,Calumpang,301407007
Bgy,Caniogan,301407008
Bgy,Corazon,301407009
Bgy,Frances,301407010
Bgy,Gatbuca,301407011
Bgy,Gugo,301407012
Bgy,Iba Este,301407013
Bgy,Iba O'Este,301407014
Bgy,Longos,301407015
Bgy,Meysulao,301407016
Bgy,Meyto,301407017
Bgy,Palimbang,301407018
Bgy,Panducot,301407019
Bgy,Pio Cruzcosa,301407020
Bgy,Poblacion,301407021
Bgy,Pungo,301407022
Bgy,San Jose,301407023
Bgy,San Marcos,301407024
Bgy,San Miguel,301407025
Bgy,Santa Lucia,301407026
Bgy,Santo Niño,301407027
Bgy,Sapang Bayan,301407028
Bgy,Sergio Bayan,301407029
Bgy,Sucol,301407030
Mun,Guiguinto,301408000
Bgy,Cutcut,301408001
Bgy,Daungan,301408002
Bgy,Ilang-Ilang,301408003
Bgy,Malis,301408004
Bgy,Panginay,301408005
Bgy,Poblacion,301408006
Bgy,Pritil,301408007
Bgy,Pulong Gubat,301408008
Bgy,Santa Cruz,301408009
Bgy,Santa Rita,301408010
Bgy,Tabang,301408011
Bgy,Tabe,301408012
Bgy,Tiaong,301408013
Bgy,Tuktukan,301408015
Mun,Hagonoy,301409000
Bgy,Abulalas,301409001
Bgy,Carillo,301409002
Bgy,Iba,301409003
Bgy,Mercado,301409004
Bgy,Palapat,301409005
Bgy,Pugad,301409006
Bgy,Sagrada Familia,301409007
Bgy,San Agustin,301409008
Bgy,San Isidro,301409009
Bgy,San Jose,301409011
Bgy,San Juan,301409012
Bgy,San Miguel,301409013
Bgy,San Nicolas,301409014
Bgy,San Pablo,301409015
Bgy,San Pascual,301409016
Bgy,San Pedro,301409017
Bgy,San Roque,301409018
Bgy,San Sebastian,301409019
Bgy,Santa Cruz,301409020
Bgy,Santa Elena,301409021
Bgy,Santa Monica,301409022
Bgy,Santo Niño ,301409023
Bgy,Santo Rosario,301409024
Bgy,Tampok,301409025
Bgy,Tibaguin,301409026
Bgy,Iba-Ibayo,301409027
City,City of Malolos ,301410000
Bgy,Anilao,301410001
Bgy,Atlag,301410002
Bgy,Babatnin,301410003
Bgy,Bagna,301410004
Bgy,Bagong Bayan,301410005
Bgy,Balayong,301410006
Bgy,Balite,301410007
Bgy,Bangkal,301410008
Bgy,Barihan,301410010
Bgy,Bulihan,301410012
Bgy,Bungahan,301410013
Bgy,Dakila,301410014
Bgy,Guinhawa,301410015
Bgy,Caingin,301410016
Bgy,Calero,301410017
Bgy,Caliligawan,301410018
Bgy,Canalate,301410019
Bgy,Caniogan,301410020
Bgy,Catmon,301410021
Bgy,Ligas,301410022
Bgy,Liang,301410023
Bgy,Longos,301410025
Bgy,Look 1st,301410026
Bgy,Look 2nd,301410027
Bgy,Lugam,301410028
Bgy,Mabolo,301410029
Bgy,Mambog,301410031
Bgy,Masile,301410032
Bgy,Matimbo,301410033
Bgy,Mojon,301410034
Bgy,Namayan,301410035
Bgy,Niugan,301410036
Bgy,Pamarawan,301410037
Bgy,Panasahan,301410038
Bgy,Pinagbakahan,301410039
Bgy,San Agustin,301410041
Bgy,San Gabriel,301410042
Bgy,San Juan,301410043
Bgy,San Pablo,301410044
Bgy,San Vicente ,301410045
Bgy,Santiago,301410046
Bgy,Santisima Trinidad,301410047
Bgy,Santo Cristo,301410048
Bgy,Santo Niño ,301410049
Bgy,Santo Rosario ,301410050
Bgy,Santor,301410051
Bgy,Sumapang Bata,301410052
Bgy,Sumapang Matanda,301410053
Bgy,Taal,301410054
Bgy,Tikay,301410055
Bgy,Cofradia,301410056
Mun,Marilao,301411000
Bgy,Abangan Norte,301411001
Bgy,Abangan Sur,301411002
Bgy,Ibayo,301411003
Bgy,Lambakin,301411004
Bgy,Lias,301411005
Bgy,Loma de Gato,301411006
Bgy,Nagbalon,301411007
Bgy,Patubig,301411008
Bgy,Poblacion I,301411009
Bgy,Poblacion II,301411010
Bgy,Prenza I,301411011
Bgy,Prenza II,301411012
Bgy,Santa Rosa I,301411013
Bgy,Santa Rosa II,301411014
Bgy,Saog,301411015
Bgy,Tabing Ilog,301411016
City,City of Meycauayan,301412000
Bgy,Bagbaguin,301412001
Bgy,Bahay Pare,301412002
Bgy,Bancal,301412003
Bgy,Banga,301412004
Bgy,Bayugo,301412005
Bgy,Calvario,301412006
Bgy,Camalig,301412007
Bgy,Hulo,301412008
Bgy,Iba,301412009
Bgy,Langka,301412010
Bgy,Lawa,301412011
Bgy,Libtong,301412012
Bgy,Liputan,301412013
Bgy,Longos,301412014
Bgy,Malhacan,301412015
Bgy,Pajo,301412016
Bgy,Pandayan,301412017
Bgy,Pantoc,301412018
Bgy,Perez,301412019
Bgy,Poblacion,301412020
Bgy,Saluysoy,301412021
Bgy,Saint Francis (Gasak),301412022
Bgy,Tugatog,301412023
Bgy,Ubihan,301412024
Bgy,Zamora,301412025
Bgy,Caingin,301412026
Mun,Norzagaray,301413000
Bgy,Bangkal,301413003
Bgy,Baraka,301413004
Bgy,Bigte,301413006
Bgy,Bitungol,301413007
Bgy,Matictic,301413015
Bgy,Minuyan,301413016
Bgy,Partida,301413020
Bgy,Pinagtulayan,301413021
Bgy,Poblacion,301413022
Bgy,San Mateo,301413024
Bgy,Tigbe,301413031
Bgy,San Lorenzo,301413032
Bgy,Friendship Village Resources,301413033
Mun,Obando,301414000
Bgy,Binuangan,301414001
Bgy,Catanghalan,301414002
Bgy,Hulo,301414003
Bgy,Lawa,301414004
Bgy,Salambao,301414005
Bgy,Paco,301414006
Bgy,Pag-asa ,301414007
Bgy,Paliwas,301414008
Bgy,Panghulo,301414009
Bgy,San Pascual,301414010
Bgy,Tawiran,301414011
Mun,Pandi,301415000
Bgy,Bagbaguin,301415001
Bgy,Bagong Barrio,301415002
Bgy,Bunsuran III,301415003
Bgy,Bunsuran I,301415004
Bgy,Bunsuran II,301415005
Bgy,Cacarong Bata,301415006
Bgy,Cacarong Matanda,301415007
Bgy,Cupang,301415008
Bgy,Malibong Bata,301415009
Bgy,Malibong Matanda,301415010
Bgy,Manatal,301415011
Bgy,Mapulang Lupa,301415012
Bgy,Masagana,301415013
Bgy,Masuso,301415014
Bgy,Pinagkuartelan,301415015
Bgy,Poblacion,301415016
Bgy,Real de Cacarong,301415017
Bgy,San Roque,301415018
Bgy,Siling Bata,301415019
Bgy,Siling Matanda,301415020
Bgy,Baka-bakahan,301415021
Bgy,Santo Niño,301415022
Mun,Paombong,301416000
Bgy,Binakod,301416001
Bgy,Kapitangan,301416002
Bgy,Malumot,301416003
Bgy,Masukol,301416004
Bgy,Pinalagdan,301416006
Bgy,Poblacion,301416007
Bgy,San Isidro I,301416009
Bgy,San Isidro II,301416010
Bgy,San Jose,301416011
Bgy,San Roque,301416012
Bgy,San Vicente,301416013
Bgy,Santa Cruz,301416014
Bgy,Santo Niño,301416015
Bgy,Santo Rosario,301416016
Mun,Plaridel,301417000
Bgy,Agnaya,301417001
Bgy,Bagong Silang,301417002
Bgy,Banga I,301417003
Bgy,Banga II,301417004
Bgy,Bintog,301417005
Bgy,Bulihan,301417006
Bgy,Culianin,301417007
Bgy,Dampol,301417008
Bgy,Lagundi,301417010
Bgy,Lalangan,301417011
Bgy,Lumang Bayan,301417012
Bgy,Parulan,301417014
Bgy,Poblacion,301417015
Bgy,Rueda,301417016
Bgy,San Jose,301417017
Bgy,Santa Ines,301417018
Bgy,Santo Niño,301417019
Bgy,Sipat,301417020
Bgy,Tabang,301417021
Mun,Pulilan,301418000
Bgy,Balatong A,301418001
Bgy,Balatong B,301418002
Bgy,Cutcot,301418003
Bgy,Dampol I,301418005
Bgy,Dampol II-A,301418006
Bgy,Dampol II-B,301418007
Bgy,Dulong Malabon,301418008
Bgy,Inaon,301418009
Bgy,Longos,301418010
Bgy,Lumbac,301418011
Bgy,Paltao,301418018
Bgy,Penabatan,301418020
Bgy,Poblacion,301418022
Bgy,Santa Peregrina,301418025
Bgy,Santo Cristo,301418026
Bgy,Taal,301418033
Bgy,Tabon,301418034
Bgy,Tibag,301418035
Bgy,Tinejero,301418037
Mun,San Ildefonso,301419000
Bgy,Akle,301419001
Bgy,Alagao,301419002
Bgy,Anyatam,301419003
Bgy,Bagong Barrio,301419006
Bgy,Basuit,301419007
Bgy,Bubulong Munti,301419008
Bgy,Bubulong Malaki,301419009
Bgy,Buhol na Mangga,301419010
Bgy,Bulusukan,301419011
Bgy,Calasag,301419012
Bgy,Calawitan,301419013
Bgy,Casalat,301419014
Bgy,Gabihan,301419015
Bgy,Garlang,301419016
Bgy,Lapnit,301419017
Bgy,Maasim,301419018
Bgy,Makapilapil,301419019
Bgy,Malipampang,301419020
Bgy,Matimbubong,301419021
Bgy,Nabaong Garlang,301419022
Bgy,Palapala,301419023
Bgy,Pasong Bangkal,301419024
Bgy,Pinaod,301419025
Bgy,Poblacion,301419026
